A,z1,z2,phi,lambda,spinodal,arrest
0.9,0.9,0.5,0.2,0.09095600827187612,0.0006113515014648437,0.0912306466314114
0.9,0.9,0.5,0.21,0.0890217201628685,0.0006113515014648437,0.0890217201628685
0.9,0.9,0.5,0.22,0.0865183253326416,0.0006113515014648437,0.0865183253326416
0.9,0.9,0.5,0.23,0.08381465891599654,0.0006113515014648437,0.08381465891599654
0.9,0.9,0.5,0.24,0.0811109924993515,0.0006113515014648437,0.0811109924993515
0.9,0.9,0.5,0.25,0.07812599218749999,0.0006113515014648437,0.07818099136233791
0.9,0.9,0.5,0.26,0.07568458618164062,0.0006113515014648437,0.07568458618164062
0.9,0.9,0.5,0.27,0.07267097564315796,0.0006113515014648437,0.07267097564315796
0.9,0.9,0.5,0.28,0.06984571576333044,0.0006113515014648437,0.06984571576333044
0.9,0.9,0.5,0.29,0.06676654012215136,0.0006113515014648437,0.06676654012215136
0.9,0.9,0.5,0.3,0.06358722868776322,0.0006113515014648437,0.06369442682158936
0.9,0.9,0.5,0.31,0.06111512629291415,0.0006113515014648437,0.06111512629291415
0.9,0.9,0.5,0.32,0.058594744140624995,0.0006113515014648437,0.058594744140624995
0.9,0.9,0.5,0.33,0.055876772610664364,0.0006113515014648437,0.055876772610664364
0.9,0.9,0.5,0.34,0.05321602153396606,0.0006113515014648437,0.05321602153396606
0.9,0.9,0.5,0.35,0.05046943977737426,0.0006113515014648437,0.05403209648221027
0.9,0.9,0.5,0.36,0.04731516229128837,0.0006113515014648437,0.057828715940779346
0.9,0.9,0.5,0.37,0.04486183535766601,0.0006113515014648437,0.061958520377388325
0.9,0.9,0.5,0.38,0.04257301722717285,0.0006113515014648437,0.06645247896203599
0.9,0.9,0.5,0.39,0.04257301722717285,0.0006113515014648437,0.07135373859797198
0.9,0.9,0.5,0.4,0.04486183535766601,0.0006113515014648437,0.07671435918127757
0.9,0.9,0.5,0.41,0.048066180740356436,0.0006113515014648437,0.08259636316739181
0.9,0.9,0.5,0.42,0.05046943977737426,0.0006113515014648437,0.08907686806306175
0.9,0.9,0.5,0.43,0.054074328332900996,0.0006113515014648437,0.09625287061360824
0.9,0.9,0.5,0.44,0.05676368963623046,0.0006113515014648437,0.1042461107002271
0.9,0.9,0.5,0.45,0.059815447143554676,0.0006113515014648437,0.11321304829604734
0.9,1.0,0.5,0.01,0.018921896545410155,0.0006113515014648437,0.024132028349569346
0.9,1.0,0.5,0.02,0.03492335788166522,0.0006113515014648437,0.039790898985248326
0.9,1.0,0.5,0.03,0.048892301034331315,0.0006113515014648437,0.05305678061839035
0.9,1.0,0.5,0.04,0.06111512629291415,0.0006113515014648437,0.06438497294408338
0.9,1.0,0.5,0.05,0.0715355072737336,0.0006113515014648437,0.07400382163361613
0.9,1.0,0.5,0.06,0.0798235323009491,0.0006113515014648437,0.08207854805515036
0.9,1.0,0.5,0.07,0.08720497077178954,0.0006113515014648437,0.08875413330907835
0.9,1.0,0.5,0.08,0.09312728768444059,0.0006113515014648437,0.09416180544118233
0.9,1.0,0.5,0.09,0.09778360206866263,0.0006113515014648437,0.09842457663825523
0.9,1.0,0.5,0.1,0.10093787955474852,0.0006113515014648437,0.10165829886755293
0.9,1.0,0.5,0.11,0.10310510422205925,0.0006113515014648437,0.1039710607624812
0.9,1.0,0.5,0.12,0.10476807364499569,0.0006113515014648437,0.1054634442398829
0.9,1.0,0.5,0.13,0.1055995583564639,0.0006113515014648437,0.10622941213282806
0.9,1.0,0.5,0.14,0.10643104306793212,0.0006113515014648437,0.10643104306793212
0.9,1.0,0.5,0.15,0.1055995583564639,0.0006113515014648437,0.1059209727232677
0.9,1.0,0.5,0.16,0.10476807364499569,0.0006113515014648437,0.1049980951074981
0.9,1.0,0.5,0.17,0.10394958088214416,0.0006113515014648437,0.10394958088214416
0.9,1.0,0.5,0.18,0.10173896590042113,0.0006113515014648437,0.10194604876334672
0.9,1.0,0.5,0.19,0.10014931018322705,0.0006113515014648437,0.10014931018322705
0.9,1.0,0.5,0.2,0.09778360206866263,0.0006113515014648437,0.09778360206866263
0.9,1.0,0.5,0.21,0.0953803430316448,0.0006113515014648437,0.0953803430316448
0.9,1.0,0.5,0.22,0.09239973856190589,0.0006113515014648437,0.09248890984196351
0.9,1.0,0.5,0.23,0.08972267071533202,0.0006113515014648437,0.08972267071533202
0.9,1.0,0.5,0.24,0.08720497077178954,0.0006113515014648437,0.08720497077178954
0.9,1.0,0.5,0.25,0.08381465891599654,0.0006113515014648437,0.08381465891599654
0.9,1.0,0.5,0.26,0.08047732068295031,0.0006113515014648437,0.08067834475047789
0.9,1.0,0.5,0.27,0.07751564068603516,0.0006113515014648437,0.07757833175191971
0.9,1.0,0.5,0.28,0.07450203014755248,0.0006113515014648437,0.07450203014755248
0.9,1.0,0.5,0.29,0.0715355072737336,0.0006113515014648437,0.0715355072737336
0.9,1.0,0.5,0.3,0.06836036816406249,0.0006113515014648437,0.06836036816406249
0.9,1.0,0.5,0.31,0.06518940137910842,0.0006113515014648437,0.06518940137910842
0.9,1.0,0.5,0.32,0.06208519178962707,0.0006113515014648437,0.062163973769189196
0.9,1.0,0.5,0.33,0.059815447143554676,0.0006113515014648437,0.059815447143554676
0.9,1.0,0.5,0.34,0.05676368963623046,0.0006113515014648437,0.05676368963623046
0.9,1.0,0.5,0.35,0.054074328332900996,0.0006113515014648437,0.05431916282306473
0.9,1.0,0.5,0.36,0.05127052612304687,0.0006113515014648437,0.05820974610211048
0.9,1.0,0.5,0.37,0.048066180740356436,0.0006113515014648437,0.06252435585571924
0.9,1.0,0.5,0.38,0.045836594719685604,0.0006113515014648437,0.06724417496041896
0.9,1.0,0.5,0.39,0.0432596626663208,0.0006113515014648437,0.07241672670199088
0.9,1.0,0.5,0.4,0.045836594719685604,0.0006113515014648437,0.0781005909070369
0.9,1.0,0.5,0.41,0.048892301034331315,0.0006113515014648437,0.08436595115098788
0.9,1.0,0.5,0.42,0.051499407936096184,0.0006113515014648437,0.0912998672067701
0.9,1.0,0.5,0.43,0.05493263513183593,0.0006113515014648437,0.09901062498512261
0.9,1.0,0.5,0.44,0.058594744140624995,0.0006113515014648437,0.10763365434457015
0.9,1.0,0.5,0.45,0.06208519178962707,0.0006113515014648437,0.11734464503900699
0.9,1.1,0.5,0.01,0.019532248046875,0.0006113515014648437,0.02596271659690703
0.9,1.1,0.5,0.02,0.03662209008789062,0.0006113515014648437,0.042496661761269656
0.9,1.1,0.5,0.03,0.051499407936096184,0.0006113515014648437,0.05647205527489775
0.9,1.1,0.5,0.04,0.0641546648492813,0.0006113515014648437,0.06840807732078465
0.9,1.1,0.5,0.05,0.07509330816459656,0.0006113515014648437,0.07855489445877772
0.9,1.1,0.5,0.06,0.08447984668517113,0.0006113515014648437,0.08709324989362417
0.9,1.1,0.5,0.07,0.09239973856190589,0.0006113515014648437,0.09417600056162835
0.9,1.1,0.5,0.08,0.09855965446603296,0.0006113515014648437,0.09994004510411934
0.9,1.1,0.5,0.09,0.10299781587219237,0.0006113515014648437,0.10451089077607767
0.9,1.1,0.5,0.1,0.10730276091060041,0.0006113515014648437,0.10800267027004151
0.9,1.1,0.5,0.11,0.10986427026367186,0.0006113515014648437,0.11052568344515938
0.9,1.1,0.5,0.12,0.11175254522132873,0.0006113515014648437,0.11217984542863149
0.9,1.1,0.5,0.13,0.11263946224689482,0.0006113515014648437,0.11306024174357912
0.9,1.1,0.5,0.14,0.11352637927246093,0.0006113515014648437,0.11352637927246093
0.9,1.1,0.5,0.15,0.11263946224689482,0.0006113515014648437,0.11284631705905641
0.9,1.1,0.5,0.16,0.11175254522132873,0.0006113515014648437,0.11191050042011907
0.9,1.1,0.5,0.17,0.11087948627428709,0.0006113515014648437,0.11087948627428709
0.9,1.1,0.5,0.18,0.10900596346473693,0.0006113515014648437,0.10900596346473693
0.9,1.1,0.5,0.19,0.10643104306793212,0.0006113515014648437,0.10660028744244301
0.9,1.1,0.5,0.2,0.10476807364499569,0.0006113515014648437,0.10476807364499569
0.9,1.1,0.5,0.21,0.10173896590042113,0.0006113515014648437,0.10173896590042113
0.9,1.1,0.5,0.22,0.0993357068634033,0.0006113515014648437,0.0993357068634033
0.9,1.1,0.5,0.23,0.09613136148071287,0.0006113515014648437,0.09613136148071287
0.9,1.1,0.5,0.24,0.09312728768444059,0.0006113515014648437,0.09312728768444059
0.9,1.1,0.5,0.25,0.08972267071533202,0.0006113515014648437,0.08972267071533202
0.9,1.1,0.5,0.26,0.0865183253326416,0.0006113515014648437,0.0865183253326416
0.9,1.1,0.5,0.27,0.08315986470571532,0.0006113515014648437,0.08315986470571532
0.9,1.1,0.5,0.28,0.0798235323009491,0.0006113515014648437,0.0798235323009491
0.9,1.1,0.5,0.29,0.07630447442531585,0.0006113515014648437,0.07630447442531585
0.9,1.1,0.5,0.3,0.07324318017578124,0.0006113515014648437,0.07324318017578124
0.9,1.1,0.5,0.31,0.06984571576333044,0.0006113515014648437,0.06984571576333044
0.9,1.1,0.5,0.32,0.06676654012215136,0.0006113515014648437,0.06676654012215136
0.9,1.1,0.5,0.33,0.06358722868776322,0.0006113515014648437,0.06358722868776322
0.9,1.1,0.5,0.34,0.06014506079620122,0.0006113515014648437,0.06014506079620122
0.9,1.1,0.5,0.35,0.05767921688842773,0.0006113515014648437,0.05767921688842773
0.9,1.1,0.5,0.36,0.05493263513183593,0.0006113515014648437,0.058708840676823006
0.9,1.1,0.5,0.37,0.05127052612304687,0.0006113515014648437,0.06317845227908456
0.9,1.1,0.5,0.38,0.048892301034331315,0.0006113515014648437,0.06809755803610022
0.9,1.1,0.5,0.39,0.045836594719685604,0.0006113515014648437,0.07351210971039773
0.9,1.1,0.5,0.4,0.046564143842220296,0.0006113515014648437,0.07948694249600051
0.9,1.1,0.5,0.41,0.04966835343170165,0.0006113515014648437,0.08610210345904629
0.9,1.1,0.5,0.42,0.05321602153396606,0.0006113515014648437,0.09345371316969338
0.9,1.1,0.5,0.43,0.05676368963623046,0.0006113515014648437,0.10166141915982901
0.9,1.1,0.5,0.44,0.059815447143554676,0.0006113515014648437,0.110875319714913
0.9,1.1,0.5,0.45,0.06358722868776322,0.0006113515014648437,0.12128781923501253
0.9,1.2,0.5,0.01,0.020600363174438478,0.0006113515014648437,0.027650138931263387
0.9,1.2,0.5,0.02,0.03845314459228515,0.0006113515014648437,0.04498000913483034
0.9,1.2,0.5,0.03,0.054074328332900996,0.0006113515014648437,0.05959970422723818
0.9,1.2,0.5,0.04,0.06729225303649901,0.0006113515014648437,0.07208401900025119
0.9,1.2,0.5,0.05,0.07857630523374677,0.0006113515014648437,0.08270294422152048
0.9,1.2,0.5,0.06,0.08832076961040496,0.0006113515014648437,0.09164426792772147
0.9,1.2,0.5,0.07,0.09613136148071287,0.0006113515014648437,0.09906569144390398
0.9,1.2,0.5,0.08,0.10254005224609374,0.0006113515014648437,0.10510859024945239
0.9,1.2,0.5,0.09,0.10814765666580199,0.0006113515014648437,0.10990458941779545
0.9,1.2,0.5,0.1,0.11175254522132873,0.0006113515014648437,0.11357602783617146
0.9,1.2,0.5,0.11,0.11535743377685546,0.0006113515014648437,0.11623763540189909
0.9,1.2,0.5,0.12,0.11718848828124999,0.0006113515014648437,0.11799725622129394
0.9,1.2,0.5,0.13,0.11776069281387326,0.0006113515014648437,0.11895224786635933
0.9,1.2,0.5,0.14,0.11869529355049131,0.0006113515014648437,0.11919473472143685
0.9,1.2,0.5,0.15,0.11869529355049131,0.0006113515014648437,0.11880660887812655
0.9,1.2,0.5,0.16,0.11718848828124999,0.0006113515014648437,0.11786531523707472
0.9,1.2,0.5,0.17,0.11627296102905273,0.0006113515014648437,0.11644085883069362
0.9,1.2,0.5,0.18,0.11445621163797379,0.0006113515014648437,0.11459939249445625
0.9,1.2,0.5,0.19,0.11263946224689482,0.0006113515014648437,0.11263946224689482
0.9,1.2,0.5,0.2,0.10986427026367186,0.0006113515014648437,0.10989433463992637
0.9,1.2,0.5,0.21,0.10730276091060041,0.0006113515014648437,0.10730276091060041
0.9,1.2,0.5,0.22,0.10394958088214416,0.0006113515014648437,0.10416841427064766
0.9,1.2,0.5,0.23,0.10093787955474852,0.0006113515014648437,0.10103228422370598
0.9,1.2,0.5,0.24,0.09778360206866263,0.0006113515014648437,0.09778360206866263
0.9,1.2,0.5,0.25,0.09462932458257674,0.0006113515014648437,0.09462932458257674
0.9,1.2,0.5,0.26,0.09095600827187612,0.0006113515014648437,0.09095896139697125
0.9,1.2,0.5,0.27,0.0878916162109375,0.0006113515014648437,0.0878916162109375
0.9,1.2,0.5,0.28,0.08447984668517113,0.0006113515014648437,0.08447984668517113
0.9,1.2,0.5,0.29,0.08047732068295031,0.0006113515014648437,0.08047732068295031
0.9,1.2,0.5,0.3,0.0769052891845703,0.0006113515014648437,0.07698572805327256
0.9,1.2,0.5,0.31,0.07391999084952473,0.0006113515014648437,0.07391999084952473
0.9,1.2,0.5,0.32,0.07040003890430926,0.0006113515014648437,0.07040003890430926
0.9,1.2,0.5,0.33,0.06676654012215136,0.0006113515014648437,0.0667724607901052
0.9,1.2,0.5,0.34,0.06358722868776322,0.0006113515014648437,0.06358722868776322
0.9,1.2,0.5,0.35,0.06111512629291415,0.0006113515014648437,0.06111512629291415
0.9,1.2,0.5,0.36,0.05767921688842773,0.0006113515014648437,0.05932127850069568
0.9,1.2,0.5,0.37,0.054074328332900996,0.0006113515014648437,0.06390500267759167
0.9,1.2,0.5,0.38,0.05127052612304687,0.0006113515014648437,0.06899671675965158
0.9,1.2,0.5,0.39,0.048892301034331315,0.0006113515014648437,0.0746253297999097
0.9,1.2,0.5,0.4,0.04731516229128837,0.0006113515014648437,0.08086162492552455
0.9,1.2,0.5,0.41,0.05046943977737426,0.0006113515014648437,0.08779303916693434
0.9,1.2,0.5,0.42,0.054074328332900996,0.0006113515014648437,0.09552674163601348
0.9,1.2,0.5,0.43,0.05767921688842773,0.0006113515014648437,0.10419286107334169
0.9,1.2,0.5,0.44,0.06111512629291415,0.0006113515014648437,0.11395755202811957
0.9,1.2,0.5,0.45,0.06518940137910842,0.0006113515014648437,0.12502959200926425
0.9,1.3,0.5,0.01,0.021287008613586424,0.0006113515014648437,0.029194126058852684
0.9,1.3,0.5,0.02,0.03991226615047455,0.0006113515014648437,0.04724106564306363
0.9,1.3,0.5,0.03,0.055876772610664364,0.0006113515014648437,0.062438423377832356
0.9,1.3,0.5,0.04,0.06984571576333044,0.0006113515014648437,0.07541438692456347
0.9,1.3,0.5,0.05,0.08175472259855271,0.0006113515014648437,0.08645974100627248
0.9,1.3,0.5,0.06,0.09239973856190589,0.0006113515014648437,0.0957744125142855
0.9,1.3,0.5,0.07,0.10093787955474852,0.0006113515014648437,0.10352217014064562
0.9,1.3,0.5,0.08,0.10730276091060041,0.0006113515014648437,0.10984648219892414
0.9,1.3,0.5,0.09,0.11263946224689482,0.0006113515014648437,0.1148811264114538
0.9,1.3,0.5,0.1,0.11718848828124999,0.0006113515014648437,0.11874768929899075
0.9,1.3,0.5,0.11,0.1201639518508911,0.0006113515014648437,0.12156076106823671
0.9,1.3,0.5,0.12,0.1222292525858283,0.0006113515014648437,0.12342674443225087
0.9,1.3,0.5,0.13,0.12416938357925414,0.0006113515014648437,0.12444604454443746
0.9,1.3,0.5,0.14,0.12416938357925414,0.0006113515014648437,0.12471328297051668
0.9,1.3,0.5,0.15,0.12416938357925414,0.0006113515014648437,0.12431477829888982
0.9,1.3,0.5,0.16,0.12319931808254121,0.0006113515014648437,0.1233329531813783
0.9,1.3,0.5,0.17,0.1222292525858283,0.0006113515014648437,0.1222292525858283
0.9,1.3,0.5,0.18,0.11962989428710935,0.0006113515014648437,0.11991257142718938
0.9,1.3,0.5,0.19,0.11776069281387326,0.0006113515014648437,0.11776069281387326
0.9,1.3,0.5,0.2,0.11535743377685546,0.0006113515014648437,0.11535743377685546
0.9,1.3,0.5,0.21,0.11263946224689482,0.0006113515014648437,0.11263946224689482
0.9,1.3,0.5,0.22,0.10900596346473693,0.0006113515014648437,0.10900596346473693
0.9,1.3,0.5,0.23,0.1055995583564639,0.0006113515014648437,0.10569686730111158
0.9,1.3,0.5,0.24,0.10254005224609374,0.0006113515014648437,0.10254005224609374
0.9,1.3,0.5,0.25,0.0993357068634033,0.0006113515014648437,0.0993357068634033
0.9,1.3,0.5,0.26,0.0953803430316448,0.0006113515014648437,0.0953803430316448
0.9,1.3,0.5,0.27,0.09167218943937121,0.0006113515014648437,0.09167218943937121
0.9,1.3,0.5,0.28,0.0878916162109375,0.0006113515014648437,0.0878916162109375
0.9,1.3,0.5,0.29,0.08447984668517113,0.0006113515014648437,0.08447984668517113
0.9,1.3,0.5,0.3,0.0811109924993515,0.0006113515014648437,0.0811109924993515
0.9,1.3,0.5,0.31,0.07751564068603516,0.0006113515014648437,0.07751564068603516
0.9,1.3,0.5,0.32,0.07391999084952473,0.0006113515014648437,0.07391999084952473
0.9,1.3,0.5,0.33,0.07040003890430926,0.0006113515014648437,0.07040003890430926
0.9,1.3,0.5,0.34,0.06676654012215136,0.0006113515014648437,0.06676654012215136
0.9,1.3,0.5,0.35,0.06358722868776322,0.0006113515014648437,0.06358722868776322
0.9,1.3,0.5,0.36,0.06008247592544555,0.0006113515014648437,0.06017430791050162
0.9,1.3,0.5,0.37,0.05676368963623046,0.0006113515014648437,0.06468889875651818
0.9,1.3,0.5,0.38,0.054074328332900996,0.0006113515014648437,0.06992867382654301
0.9,1.3,0.5,0.39,0.05127052612304687,0.0006113515014648437,0.07574513719724055
0.9,1.3,0.5,0.4,0.04811624863696098,0.0006113515014648437,0.08221354210327154
0.9,1.3,0.5,0.41,0.051499407936096184,0.0006113515014648437,0.08942942745721297
0.9,1.3,0.5,0.42,0.05493263513183593,0.0006113515014648437,0.09750954635698571
0.9,1.3,0.5,0.43,0.058594744140624995,0.0006113515014648437,0.10659681768860997
0.9,1.3,0.5,0.44,0.06308654972171783,0.0006113515014648437,0.11687070196384318
0.9,1.3,0.5,0.45,0.06729225303649901,0.0006113515014648437,0.12855930273267008
0.9,1.4,0.5,0.01,0.021973654052734375,0.0006113515014648437,0.03060467907360429
0.9,1.4,0.5,0.02,0.041199726348876954,0.0006113515014648437,0.049295703008005225
0.9,1.4,0.5,0.03,0.05767921688842773,0.0006113515014648437,0.06500915534253175
0.9,1.4,0.5,0.04,0.07209877111053466,0.0006113515014648437,0.07842381188488134
0.9,1.4,0.5,0.05,0.08447984668517113,0.0006113515014648437,0.08984832556669481
0.9,1.4,0.5,0.06,0.0953803430316448,0.0006113515014648437,0.09948937054057723
0.9,1.4,0.5,0.07,0.10394958088214416,0.0006113515014648437,0.1075143149931754
0.9,1.4,0.5,0.08,0.11087948627428709,0.0006113515014648437,0.11407050039163856
0.9,1.4,0.5,0.09,0.11627296102905273,0.0006113515014648437,0.11929438829691823
0.9,1.4,0.5,0.1,0.12127434436250152,0.0006113515014648437,0.12331271516877122
0.9,1.4,0.5,0.11,0.12416938357925414,0.0006113515014648437,0.12624364551180695
0.9,1.4,0.5,0.12,0.12717345737552643,0.0006113515014648437,0.12820088945562286
0.9,1.4,0.5,0.13,0.12817481530761718,0.0006113515014648437,0.12928686542904258
0.9,1.4,0.5,0.14,0.1283083296985626,0.0006113515014648437,0.12959985414547517
0.9,1.4,0.5,0.15,0.12817481530761718,0.0006113515014648437,0.12922861870660285
0.9,1.4,0.5,0.16,0.1276741363415718,0.0006113515014648437,0.12825550057322968
0.9,1.4,0.5,0.17,0.12617209944343566,0.0006113515014648437,0.12675472911014873
0.9,1.4,0.5,0.18,0.12416938357925414,0.0006113515014648437,0.12479687802904077
0.9,1.4,0.5,0.19,0.1222292525858283,0.0006113515014648437,0.12244473800867961
0.9,1.4,0.5,0.2,0.11962989428710935,0.0006113515014648437,0.119757099678596
0.9,1.4,0.5,0.21,0.11718848828124999,0.0006113515014648437,0.11718848828124999
0.9,1.4,0.5,0.22,0.11352637927246093,0.0006113515014648437,0.1135847178854177
0.9,1.4,0.5,0.23,0.10997871117019652,0.0006113515014648437,0.11019328488407583
0.9,1.4,0.5,0.24,0.10643104306793212,0.0006113515014648437,0.10665277003206701
0.9,1.4,0.5,0.25,0.10299781587219237,0.0006113515014648437,0.10299958559402063
0.9,1.4,0.5,0.26,0.0993357068634033,0.0006113515014648437,0.0993357068634033
0.9,1.4,0.5,0.27,0.0953803430316448,0.0006113515014648437,0.0954801139023939
0.9,1.4,0.5,0.28,0.09167218943937121,0.0006113515014648437,0.09167218943937121
0.9,1.4,0.5,0.29,0.0878916162109375,0.0006113515014648437,0.0878916162109375
0.9,1.4,0.5,0.3,0.08447984668517113,0.0006113515014648437,0.08447984668517113
0.9,1.4,0.5,0.31,0.08047732068295031,0.0006113515014648437,0.08047732068295031
0.9,1.4,0.5,0.32,0.0769052891845703,0.0006113515014648437,0.0769052891845703
0.9,1.4,0.5,0.33,0.07324318017578124,0.0006113515014648437,0.07324318017578124
0.9,1.4,0.5,0.34,0.06930005392142942,0.0006113515014648437,0.06932195480182164
0.9,1.4,0.5,0.35,0.06622413790893554,0.0006113515014648437,0.06622413790893554
0.9,1.4,0.5,0.36,0.06308654972171783,0.0006113515014648437,0.06308654972171783
0.9,1.4,0.5,0.37,0.059815447143554676,0.0006113515014648437,0.06551764755072342
0.9,1.4,0.5,0.38,0.055876772610664364,0.0006113515014648437,0.07088190688769692
0.9,1.4,0.5,0.39,0.05321602153396606,0.0006113515014648437,0.07686175262412334
0.9,1.4,0.5,0.4,0.05046943977737426,0.0006113515014648437,0.08353359191607422
0.9,1.4,0.5,0.41,0.05238453682249784,0.0006113515014648437,0.09100284326703699
0.9,1.4,0.5,0.42,0.055876772610664364,0.0006113515014648437,0.09939508555606832
0.9,1.4,0.5,0.43,0.059815447143554676,0.0006113515014648437,0.10886661218742522
0.9,1.4,0.5,0.44,0.0641546648492813,0.0006113515014648437,0.11961050508202478
0.9,1.4,0.5,0.45,0.06930005392142942,0.0006113515014648437,0.13187124245358306
0.9,1.5,0.5,0.01,0.022431417678833006,0.0006113515014648437,0.03189390794904014
0.9,1.5,0.5,0.02,0.04190782945799827,0.0006113515014648437,0.05116268027135712
0.9,1.5,0.5,0.03,0.059815447143554676,0.0006113515014648437,0.06733740866482238
0.9,1.5,0.5,0.04,0.07450203014755248,0.0006113515014648437,0.08114362046861512
0.9,1.5,0.5,0.05,0.08720497077178954,0.0006113515014648437,0.09290681239831168
0.9,1.5,0.5,0.06,0.09778360206866263,0.0006113515014648437,0.10284343065656296
0.9,1.5,0.5,0.07,0.10730276091060041,0.0006113515014648437,0.1111262764628863
0.9,1.5,0.5,0.08,0.11445621163797379,0.0006113515014648437,0.11790701413430384
0.9,1.5,0.5,0.09,0.12127434436250152,0.0006113515014648437,0.12332448909583035
0.9,1.5,0.5,0.1,0.12518638772903382,0.0006113515014648437,0.1275058256275403
0.9,1.5,0.5,0.11,0.12885392838515783,0.0006113515014648437,0.13057071090546998
0.9,1.5,0.5,0.12,0.13141253928804397,0.0006113515014648437,0.13262955181914068
0.9,1.5,0.5,0.13,0.13244727581787108,0.0006113515014648437,0.13378648088161252
0.9,1.5,0.5,0.14,0.1330104744620984,0.0006113515014648437,0.1341372692018971
0.9,1.5,0.5,0.15,0.1330104744620984,0.0006113515014648437,0.13377443022744667
0.9,1.5,0.5,0.16,0.13244727581787108,0.0006113515014648437,0.1327813451030775
0.9,1.5,0.5,0.17,0.13089921296270005,0.0006113515014648437,0.13123686400379853
0.9,1.5,0.5,0.18,0.12885392838515783,0.0006113515014648437,0.12921459493594983
0.9,1.5,0.5,0.19,0.12717345737552643,0.0006113515014648437,0.12717345737552643
0.9,1.5,0.5,0.2,0.12416938357925414,0.0006113515014648437,0.12416938357925414
0.9,1.5,0.5,0.21,0.12127434436250152,0.0006113515014648437,0.12127434436250152
0.9,1.5,0.5,0.22,0.11776069281387326,0.0006113515014648437,0.11776069281387326
0.9,1.5,0.5,0.23,0.11445621163797379,0.0006113515014648437,0.11445621163797379
0.9,1.5,0.5,0.24,0.11087948627428709,0.0006113515014648437,0.11087948627428709
0.9,1.5,0.5,0.25,0.10730276091060041,0.0006113515014648437,0.10730276091060041
0.9,1.5,0.5,0.26,0.10299781587219237,0.0006113515014648437,0.10299781587219237
0.9,1.5,0.5,0.27,0.0993357068634033,0.0006113515014648437,0.0993357068634033
0.9,1.5,0.5,0.28,0.0953803430316448,0.0006113515014648437,0.0953803430316448
0.9,1.5,0.5,0.29,0.09095600827187612,0.0006113515014648437,0.09095600827187612
0.9,1.5,0.5,0.3,0.08720497077178954,0.0006113515014648437,0.08720497077178954
0.9,1.5,0.5,0.31,0.08315986470571532,0.0006113515014648437,0.08315986470571532
0.9,1.5,0.5,0.32,0.0798235323009491,0.0006113515014648437,0.0798235323009491
0.9,1.5,0.5,0.33,0.07568458618164062,0.0006113515014648437,0.07568458618164062
0.9,1.5,0.5,0.34,0.07209877111053466,0.0006113515014648437,0.07209877111053466
0.9,1.5,0.5,0.35,0.06836036816406249,0.0006113515014648437,0.06836036816406249
0.9,1.5,0.5,0.36,0.06468011699333413,0.0006113515014648437,0.06468011699333413
0.9,1.5,0.5,0.37,0.06208519178962707,0.0006113515014648437,0.06637975244754296
0.9,1.5,0.5,0.38,0.058594744140624995,0.0006113515014648437,0.07184580807843037
0.9,1.5,0.5,0.39,0.05493263513183593,0.0006113515014648437,0.07796510735279182
0.9,1.5,0.5,0.4,0.051553052111029625,0.0006113515014648437,0.08481513751592366
0.9,1.5,0.5,0.41,0.054074328332900996,0.0006113515014648437,0.09250714143678082
0.9,1.5,0.5,0.42,0.05767921688842773,0.0006113515014648437,0.10117961154985261
0.9,1.5,0.5,0.43,0.06208519178962707,0.0006113515014648437,0.11099842865270733
0.9,1.5,0.5,0.44,0.06570676964402199,0.0006113515014648437,0.12217160167189457
0.9,1.5,0.5,0.45,0.07040003890430926,0.0006113515014648437,0.1349622214758099
0.9,1.6,0.5,0.01,0.02328257192111015,0.0006113515014648437,0.033072986236364
0.9,1.6,0.5,0.02,0.0432596626663208,0.0006113515014648437,0.052861298391792925
0.9,1.6,0.5,0.03,0.06111512629291415,0.0006113515014648437,0.0694488479051782
0.9,1.6,0.5,0.04,0.07630447442531585,0.0006113515014648437,0.08360531379473204
0.9,1.6,0.5,0.05,0.08972267071533202,0.0006113515014648437,0.09567219681550913
0.9,1.6,0.5,0.06,0.10093787955474852,0.0006113515014648437,0.10587284138882762
0.9,1.6,0.5,0.07,0.10986427026367186,0.0006113515014648437,0.11438330734077413
0.9,1.6,0.5,0.08,0.11776069281387326,0.0006113515014648437,0.12135695846141198
0.9,1.6,0.5,0.09,0.12416938357925414,0.0006113515014648437,0.12693239743555151
0.9,1.6,0.5,0.1,0.1283406652151197,0.0006113515014648437,0.13123839383215694
0.9,1.6,0.5,0.11,0.13192990755295753,0.0006113515014648437,0.13439555604555253
0.9,1.6,0.5,0.12,0.13458350607299802,0.0006113515014648437,0.1365174218054116
0.9,1.6,0.5,0.13,0.13618567876434323,0.0006113515014648437,0.13771190285492307
0.9,1.6,0.5,0.14,0.13671973632812498,0.0006113515014648437,0.13807952372236185
0.9,1.6,0.5,0.15,0.13671973632812498,0.0006113515014648437,0.13771501952403475
0.9,1.6,0.5,0.16,0.1356516212005615,0.0006113515014648437,0.1367058030229655
0.9,1.6,0.5,0.17,0.13405779315865038,0.0006113515014648437,0.13513331305847154
0.9,1.6,0.5,0.18,0.13244727581787108,0.0006113515014648437,0.13307247995885588
0.9,1.6,0.5,0.19,0.12986851837244257,0.0006113515014648437,0.13059153831690085
0.9,1.6,0.5,0.2,0.12717345737552643,0.0006113515014648437,0.12775190893150523
0.9,1.6,0.5,0.21,0.12416938357925414,0.0006113515014648437,0.1246114513397239
